ms (since 1970-01-01 00:00:00),YYYYMMDD,HH,DD,FH,FF,FX
1605614400000,20201117,12,240,110,120,150
1605618000000,20201117,13,230,110,110,140
1605621600000,20201117,14,230,110,110,130
1605625200000,20201117,15,220,100,90,140
1605628800000,20201117,16,220,80,80,100
1605632400000,20201117,17,210,90,90,120
1605636000000,20201117,18,220,90,90,110
1605639600000,20201117,19,220,90,100,120
1605643200000,20201117,20,210,100,100,120
1605646800000,20201117,21,210,90,90,110
1605650400000,20201117,22,210,90,80,110
1605654000000,20201117,23,220,90,100,110
1605657600000,20201117,24,220,100,90,120
1605661200000,20201118,1,220,90,90,110
1605664800000,20201118,2,210,80,80,100
1605668400000,20201118,3,200,80,80,100
1605672000000,20201118,4,190,70,70,90
1605675600000,20201118,5,200,70,80,100
1605679200000,20201118,6,200,80,80,100
1605682800000,20201118,7,190,80,80,100
1605686400000,20201118,8,210,90,110,140
1605690000000,20201118,9,190,100,90,140
1605693600000,20201118,10,190,100,100,120
1605697200000,20201118,11,200,90,90,120
1605700800000,20201118,12,190,90,80,110
1605704400000,20201118,13,190,90,100,110
1605708000000,20201118,14,190,90,90,110
1605711600000,20201118,15,180,90,100,110
1605715200000,20201118,16,180,90,90,110
1605718800000,20201118,17,180,100,110,120
1605722400000,20201118,18,190,110,100,130
1605726000000,20201118,19,210,110,130,150
1605729600000,20201118,20,220,130,130,170
1605733200000,20201118,21,210,120,110,160
1605736800000,20201118,22,220,110,120,140
1605740400000,20201118,23,270,130,120,190
1605744000000,20201118,24,260,110,120,160
1605747600000,20201119,1,270,120,110,170
1605751200000,20201119,2,260,120,120,150
1605754800000,20201119,3,240,130,130,160
1605758400000,20201119,4,240,120,130,180
1605762000000,20201119,5,250,130,140,180
1605765600000,20201119,6,250,130,140,190
1605769200000,20201119,7,250,140,120,180
1605772800000,20201119,8,250,120,110,160
1605776400000,20201119,9,260,120,120,170
1605780000000,20201119,10,300,110,100,160
1605783600000,20201119,11,330,80,100,130
1605787200000,20201119,12,330,100,100,130
1605790800000,20201119,13,330,100,100,150
1605794400000,20201119,14,320,110,110,140
1605798000000,20201119,15,320,110,100,150
1605801600000,20201119,16,330,100,100,170
1605805200000,20201119,17,340,100,100,180
1605808800000,20201119,18,310,90,80,170
1605812400000,20201119,19,340,70,100,140
1605816000000,20201119,20,290,60,60,120
1605819600000,20201119,21,280,60,50,90
1605823200000,20201119,22,310,60,60,130
1605826800000,20201119,23,300,70,60,110
1605830400000,20201119,24,280,60,50,80
1605834000000,20201120,1,270,40,40,70
1605837600000,20201120,2,280,60,50,90
1605841200000,20201120,3,300,60,60,90
1605844800000,20201120,4,280,60,60,80
1605848400000,20201120,5,280,70,80,110
1605852000000,20201120,6,320,70,70,100
1605855600000,20201120,7,270,60,70,90
1605859200000,20201120,8,300,50,50,80
1605862800000,20201120,9,280,40,40,60
1605866400000,20201120,10,250,30,20,50
1605870000000,20201120,11,250,30,30,40
1605873600000,20201120,12,250,50,50,60
1605877200000,20201120,13,220,70,80,90
1605880800000,20201120,14,220,70,70,90
1605884400000,20201120,15,220,90,90,120
1605888000000,20201120,16,230,90,90,110
1605891600000,20201120,17,210,90,80,110
1605895200000,20201120,18,210,100,100,130
1605898800000,20201120,19,210,110,110,140
1605902400000,20201120,20,200,110,110,140
1605906000000,20201120,21,200,100,100,130
1605909600000,20201120,22,200,100,100,130
1605913200000,20201120,23,190,100,110,130
1605916800000,20201120,24,190,110,120,140
1605920400000,20201121,1,190,110,110,140
1605924000000,20201121,2,190,110,110,140
1605927600000,20201121,3,200,120,120,150
1605931200000,20201121,4,210,120,120,160
1605934800000,20201121,5,210,130,130,170
1605938400000,20201121,6,210,130,140,170
1605942000000,20201121,7,210,140,140,170
1605945600000,20201121,8,210,140,150,180
1605949200000,20201121,9,220,140,140,180
1605952800000,20201121,10,210,120,120,160
1605956400000,20201121,11,210,120,110,150
1605960000000,20201121,12,210,110,100,140
1605963600000,20201121,13,230,100,90,120
1605967200000,20201121,14,260,100,90,140
1605970800000,20201121,15,240,90,90,120
1605974400000,20201121,16,240,100,100,120
1605978000000,20201121,17,230,100,90,120
1605981600000,20201121,18,220,80,90,100
1605985200000,20201121,19,220,100,90,120
1605988800000,20201121,20,220,90,100,120
1605992400000,20201121,21,210,90,100,120
1605996000000,20201121,22,210,100,100,120
1605999600000,20201121,23,220,100,100,120
1606003200000,20201121,24,220,100,100,120
1606006800000,20201122,1,220,100,100,120
1606010400000,20201122,2,220,90,90,110
1606014000000,20201122,3,230,80,70,100
1606017600000,20201122,4,260,80,80,100
1606021200000,20201122,5,260,70,60,90
1606024800000,20201122,6,250,60,60,70
1606028400000,20201122,7,240,60,50,70
1606032000000,20201122,8,250,60,70,80
1606035600000,20201122,9,250,50,50,80
1606039200000,20201122,10,250,50,50,70
1606042800000,20201122,11,280,60,70,90
1606046400000,20201122,12,280,70,70,100
1606050000000,20201122,13,280,60,50,90
1606053600000,20201122,14,270,50,60,70
1606057200000,20201122,15,260,50,50,70
1606060800000,20201122,16,250,50,40,60
1606064400000,20201122,17,250,50,50,60
1606068000000,20201122,18,240,50,50,60
1606071600000,20201122,19,240,60,60,70
1606075200000,20201122,20,250,60,70,80
1606078800000,20201122,21,250,70,70,80
1606082400000,20201122,22,250,60,60,100
1606086000000,20201122,23,240,60,70,100
1606089600000,20201122,24,270,60,50,90
1606093200000,20201123,1,260,50,60,90
1606096800000,20201123,2,260,70,60,100
1606100400000,20201123,3,260,60,60,90
1606104000000,20201123,4,260,60,60,80
1606107600000,20201123,5,260,60,60,70
1606111200000,20201123,6,260,60,60,70
1606114800000,20201123,7,260,60,50,70
1606118400000,20201123,8,250,50,40,60
1606122000000,20201123,9,240,50,40,60
1606125600000,20201123,10,240,50,50,60
1606129200000,20201123,11,230,50,60,60
1606132800000,20201123,12,220,60,60,70
1606136400000,20201123,13,230,50,50,70
1606140000000,20201123,14,230,50,40,70
1606143600000,20201123,15,220,50,60,70
1606147200000,20201123,16,220,60,60,70
1606150800000,20201123,17,210,70,80,90
1606154400000,20201123,18,220,80,70,100
1606158000000,20201123,19,220,70,70,90
1606161600000,20201123,20,200,80,80,100
1606165200000,20201123,21,190,80,80,100
1606168800000,20201123,22,200,80,80,100
1606172400000,20201123,23,190,80,80,100
1606176000000,20201123,24,200,80,70,100
1606179600000,20201124,1,200,70,70,90
1606183200000,20201124,2,210,80,100,110
1606186800000,20201124,3,210,90,80,120
1606190400000,20201124,4,210,90,90,120
1606194000000,20201124,5,200,90,90,130
1606197600000,20201124,6,200,80,80,110
1606201200000,20201124,7,200,80,80,100
1606204800000,20201124,8,190,70,70,90
1606208400000,20201124,9,200,70,70,90
1606212000000,20201124,10,190,90,90,110
1606215600000,20201124,11,190,80,80,90
1606219200000,20201124,12,200,80,80,100
1606222800000,20201124,13,190,70,70,90
1606226400000,20201124,14,190,60,60,80
1606230000000,20201124,15,190,70,70,80
1606233600000,20201124,16,180,60,60,70
1606237200000,20201124,17,170,60,50,70
1606240800000,20201124,18,160,50,60,70
1606244400000,20201124,19,160,60,60,70
1606248000000,20201124,20,170,70,80,90
1606251600000,20201124,21,170,80,70,90
1606255200000,20201124,22,170,80,80,100
1606258800000,20201124,23,180,80,90,110
1606262400000,20201124,24,180,100,100,120
1606266000000,20201125,1,180,100,90,130
1606269600000,20201125,2,180,90,90,120
1606273200000,20201125,3,180,90,90,110
1606276800000,20201125,4,180,90,80,110
1606280400000,20201125,5,190,90,90,110
1606284000000,20201125,6,180,90,90,110
1606287600000,20201125,7,180,90,100,120
1606291200000,20201125,8,180,90,90,110
1606294800000,20201125,9,190,90,100,130
1606298400000,20201125,10,190,100,90,120
1606302000000,20201125,11,200,90,90,120
1606305600000,20201125,12,200,80,80,100
1606309200000,20201125,13,190,70,70,90
1606312800000,20201125,14,190,70,70,90
1606316400000,20201125,15,190,70,80,90
1606320000000,20201125,16,190,70,60,80
1606323600000,20201125,17,190,60,50,70
1606327200000,20201125,18,200,50,50,70
1606330800000,20201125,19,210,50,50,70
1606334400000,20201125,20,210,60,70,80
1606338000000,20201125,21,210,60,60,80
1606341600000,20201125,22,210,70,70,90
1606345200000,20201125,23,210,60,60,80
1606348800000,20201125,24,210,70,70,80
1606352400000,20201126,1,210,70,70,90
1606356000000,20201126,2,220,70,60,80
1606359600000,20201126,3,220,60,60,80
1606363200000,20201126,4,240,50,40,80
1606366800000,20201126,5,320,30,20,50
1606370400000,20201126,6,300,20,20,30
1606374000000,20201126,7,230,20,20,30
1606377600000,20201126,8,250,20,30,30
1606381200000,20201126,9,300,20,20,30
1606384800000,20201126,10,220,20,10,40
1606388400000,20201126,11,220,20,20,20
1606392000000,20201126,12,210,10,20,20
1606395600000,20201126,13,200,10,10,20
1606399200000,20201126,14,240,10,10,20
1606402800000,20201126,15,350,10,10,30
1606406400000,20201126,16,330,10,10,20
1606410000000,20201126,17,350,10,10,20
1606413600000,20201126,18,350,20,20,20
1606417200000,20201126,19,360,10,20,20
1606420800000,20201126,20,40,20,10,20
1606424400000,20201126,21,130,10,10,20
1606428000000,20201126,22,320,10,10,20
1606431600000,20201126,23,150,20,30,40
1606435200000,20201126,24,130,20,30,40
1606438800000,20201127,1,100,30,30,40
1606442400000,20201127,2,60,30,20,40
1606446000000,20201127,3,70,20,20,30
1606449600000,20201127,4,80,30,30,40
1606453200000,20201127,5,70,30,30,40
1606456800000,20201127,6,80,40,50,50
1606460400000,20201127,7,80,50,50,60
1606464000000,20201127,8,70,40,40,60
1606467600000,20201127,9,60,40,40,50
1606471200000,20201127,10,50,50,50,60
1606474800000,20201127,11,70,50,60,70
1606478400000,20201127,12,80,50,50,60
1606482000000,20201127,13,80,50,50,60
1606485600000,20201127,14,110,50,40,60
1606489200000,20201127,15,100,40,40,50
1606492800000,20201127,16,120,40,40,50
1606496400000,20201127,17,150,40,40,60
1606500000000,20201127,18,140,40,50,60
1606503600000,20201127,19,150,50,40,70
1606507200000,20201127,20,140,40,30,60
1606510800000,20201127,21,110,40,50,60
1606514400000,20201127,22,100,50,50,70
1606518000000,20201127,23,120,40,50,70
1606521600000,20201127,24,130,40,40,60
1606525200000,20201128,1,110,50,40,70
1606528800000,20201128,2,90,60,70,80
1606532400000,20201128,3,100,70,70,80
1606536000000,20201128,4,100,60,70,80
1606539600000,20201128,5,90,80,80,100
1606543200000,20201128,6,90,80,80,90
1606546800000,20201128,7,90,80,80,100
1606550400000,20201128,8,80,80,70,100
1606554000000,20201128,9,90,60,70,90
1606557600000,20201128,10,90,80,90,100
1606561200000,20201128,11,100,90,90,100
1606564800000,20201128,12,90,90,90,100
1606568400000,20201128,13,90,80,70,100
1606572000000,20201128,14,80,80,80,100
1606575600000,20201128,15,90,70,70,90
1606579200000,20201128,16,90,70,70,90
1606582800000,20201128,17,80,70,70,90
1606586400000,20201128,18,80,80,80,100
1606590000000,20201128,19,90,80,80,100
1606593600000,20201128,20,100,90,90,100
1606597200000,20201128,21,90,90,90,110
1606600800000,20201128,22,90,90,90,120
1606604400000,20201128,23,100,90,80,110
1606608000000,20201128,24,90,80,70,100
1606611600000,20201129,1,100,70,60,100
1606615200000,20201129,2,90,70,70,100
1606618800000,20201129,3,90,80,70,100
1606622400000,20201129,4,80,70,70,100
1606626000000,20201129,5,80,70,70,90
1606629600000,20201129,6,80,60,60,80
1606633200000,20201129,7,100,60,50,80
1606636800000,20201129,8,100,60,60,90
1606640400000,20201129,9,90,60,60,80
1606644000000,20201129,10,110,50,60,80
1606647600000,20201129,11,100,50,50,80
1606651200000,20201129,12,110,40,40,60
1606654800000,20201129,13,100,40,40,60
1606658400000,20201129,14,100,40,40,60
1606662000000,20201129,15,110,40,30,60
1606665600000,20201129,16,130,40,40,60
1606669200000,20201129,17,120,40,30,60
1606672800000,20201129,18,130,30,40,50
1606676400000,20201129,19,150,30,30,50
1606680000000,20201129,20,150,30,30,40
1606683600000,20201129,21,160,30,30,40
1606687200000,20201129,22,190,30,40,40
1606690800000,20201129,23,190,40,50,50
1606694400000,20201129,24,200,50,50,60
1606698000000,20201130,1,200,50,50,70
1606701600000,20201130,2,200,60,60,80
1606705200000,20201130,3,200,60,60,80
1606708800000,20201130,4,200,60,60,80
1606712400000,20201130,5,220,70,70,90
1606716000000,20201130,6,200,70,80,100
1606719600000,20201130,7,180,80,80,100
1606723200000,20201130,8,190,80,70,100
1606726800000,20201130,9,200,80,80,100
1606730400000,20201130,10,200,80,80,100
1606734000000,20201130,11,200,90,100,120
1606737600000,20201130,12,210,110,110,140
1606741200000,20201130,13,210,110,110,140
1606744800000,20201130,14,210,110,110,140
1606748400000,20201130,15,210,110,120,150
1606752000000,20201130,16,210,110,110,140
1606755600000,20201130,17,210,120,120,150
1606759200000,20201130,18,220,120,120,150
1606762800000,20201130,19,220,100,110,130
1606766400000,20201130,20,220,100,100,120
1606770000000,20201130,21,230,80,60,120
1606773600000,20201130,22,280,60,50,90
1606777200000,20201130,23,290,50,50,80
1606780800000,20201130,24,320,70,70,110
1606784400000,20201201,1,290,70,60,90
1606788000000,20201201,2,280,60,60,80
1606791600000,20201201,3,280,60,50,80
1606795200000,20201201,4,300,50,50,70
1606798800000,20201201,5,350,80,80,110
1606802400000,20201201,6,350,110,130,160
1606806000000,20201201,7,350,100,110,150
1606809600000,20201201,8,350,110,100,150
1606813200000,20201201,9,350,110,110,130
1606816800000,20201201,10,350,110,100,130
1606820400000,20201201,11,350,110,100,130
1606824000000,20201201,12,350,100,100,120
1606827600000,20201201,13,360,100,100,120
1606831200000,20201201,14,360,90,90,130
1606834800000,20201201,15,360,80,80,110
1606838400000,20201201,16,360,70,70,90
1606842000000,20201201,17,10,60,60,70
1606845600000,20201201,18,10,60,60,70
1606849200000,20201201,19,30,60,60,80
1606852800000,20201201,20,30,50,50,70
1606856400000,20201201,21,70,70,70,90
1606860000000,20201201,22,50,60,60,90
1606863600000,20201201,23,60,60,60,80
1606867200000,20201201,24,70,60,60,70
1606870800000,20201202,1,80,50,40,60
1606874400000,20201202,2,70,30,30,50
1606878000000,20201202,3,60,40,40,50
1606881600000,20201202,4,90,40,40,50
1606885200000,20201202,5,100,50,60,60
1606888800000,20201202,6,110,60,60,70
1606892400000,20201202,7,110,50,50,70
1606896000000,20201202,8,130,40,30,50
1606899600000,20201202,9,140,30,30,40
1606903200000,20201202,10,150,30,30,40
1606906800000,20201202,11,140,20,20,30
1606910400000,20201202,12,170,20,20,40
1606914000000,20201202,13,200,20,20,30
1606917600000,20201202,14,180,20,30,30
1606921200000,20201202,15,180,40,40,50
1606924800000,20201202,16,160,50,50,60
1606928400000,20201202,17,200,50,50,60
1606932000000,20201202,18,190,50,50,60
1606935600000,20201202,19,180,50,50,60
1606939200000,20201202,20,190,60,60,70
1606942800000,20201202,21,190,70,70,80
1606946400000,20201202,22,190,80,80,100
1606950000000,20201202,23,200,80,80,90
1606953600000,20201202,24,190,70,70,90
1606957200000,20201203,1,190,80,80,90
1606960800000,20201203,2,200,80,80,100
1606964400000,20201203,3,210,80,90,120
1606968000000,20201203,4,220,100,100,130
1606971600000,20201203,5,210,90,90,120
1606975200000,20201203,6,190,80,80,110
1606978800000,20201203,7,190,80,80,110
1606982400000,20201203,8,190,90,90,110
1606986000000,20201203,9,190,80,80,100
1606989600000,20201203,10,170,80,80,90
1606993200000,20201203,11,190,90,100,120
1606996800000,20201203,12,190,90,80,110
1607000400000,20201203,13,180,90,80,110
1607004000000,20201203,14,180,90,90,110
1607007600000,20201203,15,170,90,100,120
1607011200000,20201203,16,170,100,100,130
1607014800000,20201203,17,160,90,90,130
1607018400000,20201203,18,160,90,100,130
1607022000000,20201203,19,150,100,100,140
1607025600000,20201203,20,150,100,110,150
1607029200000,20201203,21,150,110,110,140
1607032800000,20201203,22,150,110,120,150
1607036400000,20201203,23,140,120,120,170
1607040000000,20201203,24,140,110,110,160
1607043600000,20201204,1,140,120,120,150
1607047200000,20201204,2,130,120,120,160
1607050800000,20201204,3,130,120,120,160
1607054400000,20201204,4,130,130,130,160
1607058000000,20201204,5,130,130,130,160
1607061600000,20201204,6,140,130,120,170
1607065200000,20201204,7,140,120,120,160
1607068800000,20201204,8,150,120,120,170
1607072400000,20201204,9,160,120,120,160
1607076000000,20201204,10,180,120,140,170
1607079600000,20201204,11,180,120,110,170
1607083200000,20201204,12,180,120,120,160
1607086800000,20201204,13,190,130,140,190
1607090400000,20201204,14,180,100,90,180
1607094000000,20201204,15,180,100,110,140
1607097600000,20201204,16,190,100,90,140
1607101200000,20201204,17,160,70,60,110
1607104800000,20201204,18,150,60,70,80
1607108400000,20201204,19,150,70,70,100
1607112000000,20201204,20,150,70,70,90
1607115600000,20201204,21,150,70,60,90
1607119200000,20201204,22,150,60,60,80
1607122800000,20201204,23,140,60,50,80
1607126400000,20201204,24,140,50,60,70
1607130000000,20201205,1,140,60,50,70
1607133600000,20201205,2,160,50,40,60
1607137200000,20201205,3,150,40,40,50
1607140800000,20201205,4,150,30,30,50
1607144400000,20201205,5,130,40,40,50
1607148000000,20201205,6,140,30,30,40
1607151600000,20201205,7,160,20,20,30
1607155200000,20201205,8,120,20,20,30
1607158800000,20201205,9,160,40,50,60
1607162400000,20201205,10,200,60,60,80
1607166000000,20201205,11,200,50,60,70
1607169600000,20201205,12,190,60,60,80
1607173200000,20201205,13,190,60,60,80
1607176800000,20201205,14,190,60,50,70
1607180400000,20201205,15,180,60,80,90
1607184000000,20201205,16,180,60,50,90
1607187600000,20201205,17,170,40,30,60
1607191200000,20201205,18,150,30,40,50
1607194800000,20201205,19,130,40,40,50
1607198400000,20201205,20,130,50,40,60
1607202000000,20201205,21,130,60,50,70
1607205600000,20201205,22,130,50,50,70
1607209200000,20201205,23,120,50,50,70
1607212800000,20201205,24,110,50,60,70
1607216400000,20201206,1,110,50,40,70
1607220000000,20201206,2,110,50,50,70
1607223600000,20201206,3,100,60,50,70
1607227200000,20201206,4,90,40,40,60
1607230800000,20201206,5,80,40,40,50
1607234400000,20201206,6,80,50,50,60
1607238000000,20201206,7,70,50,50,60
1607241600000,20201206,8,70,60,60,80
1607245200000,20201206,9,70,60,60,80
1607248800000,20201206,10,50,50,50,70
1607252400000,20201206,11,60,50,60,70
1607256000000,20201206,12,60,50,50,60
1607259600000,20201206,13,20,30,30,60
1607263200000,20201206,14,20,30,30,40
1607266800000,20201206,15,10,40,40,50
1607270400000,20201206,16,30,50,50,60
1607274000000,20201206,17,20,50,60,70
1607277600000,20201206,18,360,40,30,60
1607281200000,20201206,19,350,40,40,50
1607284800000,20201206,20,360,60,70,80
1607288400000,20201206,21,350,60,60,70
1607292000000,20201206,22,310,60,60,80
1607295600000,20201206,23,330,50,60,70
1607299200000,20201206,24,310,50,50,60
1607302800000,20201207,1,300,50,50,70
1607306400000,20201207,2,290,50,50,60
1607310000000,20201207,3,270,40,50,60
1607313600000,20201207,4,270,50,50,70
1607317200000,20201207,5,270,50,50,60
1607320800000,20201207,6,260,50,50,70
1607324400000,20201207,7,270,60,60,70
1607328000000,20201207,8,260,60,60,80
1607331600000,20201207,9,250,60,70,80
1607335200000,20201207,10,240,70,70,80
1607338800000,20201207,11,240,80,80,100
1607342400000,20201207,12,250,90,70,120
1607346000000,20201207,13,220,70,80,100
1607349600000,20201207,14,210,100,100,130
1607353200000,20201207,15,200,110,100,150
1607356800000,20201207,16,200,80,80,110
1607360400000,20201207,17,190,90,100,110
1607364000000,20201207,18,190,90,90,110
1607367600000,20201207,19,190,90,90,120
1607371200000,20201207,20,190,80,80,110
1607374800000,20201207,21,190,80,70,100
1607378400000,20201207,22,190,70,70,90
1607382000000,20201207,23,190,60,60,80
1607385600000,20201207,24,200,60,60,80
1607389200000,20201208,1,190,60,50,80
1607392800000,20201208,2,180,50,40,70
1607396400000,20201208,3,150,30,20,50
1607400000000,20201208,4,130,20,10,30
1607403600000,20201208,5,120,40,40,50
1607407200000,20201208,6,120,30,30,40
1607410800000,20201208,7,120,40,40,50
1607414400000,20201208,8,120,40,50,60
1607418000000,20201208,9,110,50,40,60
1607421600000,20201208,10,100,40,40,50
1607425200000,20201208,11,90,40,40,50
1607428800000,20201208,12,90,40,40,50
1607432400000,20201208,13,100,40,40,50
1607436000000,20201208,14,100,30,40,40
1607439600000,20201208,15,90,30,30,40
1607443200000,20201208,16,110,20,20,30
1607446800000,20201208,17,90,20,20,40
1607450400000,20201208,18,100,20,20,30
1607454000000,20201208,19,130,20,20,30
1607457600000,20201208,20,150,20,10,20
1607461200000,20201208,21,150,10,20,20
1607464800000,20201208,22,160,20,20,30
1607468400000,20201208,23,170,20,20,20
1607472000000,20201208,24,180,20,20,30
1607475600000,20201209,1,190,20,20,30
1607479200000,20201209,2,230,30,30,40
1607482800000,20201209,3,240,30,40,40
1607486400000,20201209,4,210,20,10,40
1607490000000,20201209,5,180,30,30,40
1607493600000,20201209,6,140,30,40,50
1607497200000,20201209,7,190,30,30,50
1607500800000,20201209,8,170,30,40,50
1607504400000,20201209,9,190,40,40,60
1607508000000,20201209,10,170,40,40,60
1607511600000,20201209,11,190,50,50,70
1607515200000,20201209,12,160,50,50,70
1607518800000,20201209,13,150,60,60,80
1607522400000,20201209,14,170,60,60,70
1607526000000,20201209,15,160,60,60,80
1607529600000,20201209,16,160,70,80,100
1607533200000,20201209,17,160,80,80,100
1607536800000,20201209,18,170,80,80,100
1607540400000,20201209,19,170,70,70,100
1607544000000,20201209,20,180,80,80,100
1607547600000,20201209,21,170,80,80,100
1607551200000,20201209,22,170,70,70,90
1607554800000,20201209,23,180,60,60,80
1607558400000,20201209,24,160,70,60,80
1607562000000,20201210,1,160,60,60,80
1607565600000,20201210,2,160,60,60,80
1607569200000,20201210,3,150,50,50,70
1607572800000,20201210,4,150,60,50,80
1607576400000,20201210,5,150,60,50,80
1607580000000,20201210,6,130,70,70,90
1607583600000,20201210,7,130,60,60,80
1607587200000,20201210,8,130,60,60,80
1607590800000,20201210,9,120,50,50,70
1607594400000,20201210,10,110,50,60,70
1607598000000,20201210,11,120,60,50,70
1607601600000,20201210,12,110,50,50,70
1607605200000,20201210,13,110,50,60,80
1607608800000,20201210,14,110,60,60,80
1607612400000,20201210,15,110,50,60,80
1607616000000,20201210,16,120,70,70,80
1607619600000,20201210,17,120,70,70,90
1607623200000,20201210,18,120,80,90,100
1607626800000,20201210,19,140,90,80,110
1607630400000,20201210,20,150,70,70,90
1607634000000,20201210,21,150,70,70,90
1607637600000,20201210,22,140,70,70,90
1607641200000,20201210,23,150,70,70,90
1607644800000,20201210,24,130,70,80,100
1607648400000,20201211,1,140,80,70,100
1607652000000,20201211,2,140,80,90,100
1607655600000,20201211,3,140,100,90,120
1607659200000,20201211,4,140,90,90,110
1607662800000,20201211,5,140,100,100,120
1607666400000,20201211,6,130,110,110,130
1607670000000,20201211,7,140,100,100,140
1607673600000,20201211,8,130,110,110,130
1607677200000,20201211,9,130,100,100,130
1607680800000,20201211,10,140,100,100,130
1607684400000,20201211,11,130,100,100,120
1607688000000,20201211,12,130,100,100,120
1607691600000,20201211,13,130,90,80,110
1607695200000,20201211,14,130,90,90,110
1607698800000,20201211,15,120,90,90,110
1607702400000,20201211,16,120,90,90,110
1607706000000,20201211,17,120,80,80,100
1607709600000,20201211,18,120,80,80,100
1607713200000,20201211,19,120,70,70,90
1607716800000,20201211,20,120,80,70,90
1607720400000,20201211,21,120,80,70,90
1607724000000,20201211,22,120,70,70,90
1607727600000,20201211,23,120,70,70,80
1607731200000,20201211,24,110,70,60,80
1607734800000,20201212,1,110,70,70,80
1607738400000,20201212,2,110,70,70,80
1607742000000,20201212,3,110,60,60,80
1607745600000,20201212,4,100,60,70,80
1607749200000,20201212,5,110,60,60,80
1607752800000,20201212,6,110,60,60,70
1607756400000,20201212,7,110,60,60,80
1607760000000,20201212,8,120,60,50,70
1607763600000,20201212,9,120,50,40,60
1607767200000,20201212,10,120,40,40,50
1607770800000,20201212,11,120,30,30,40
1607774400000,20201212,12,100,30,40,40
1607778000000,20201212,13,100,30,20,40
1607781600000,20201212,14,90,20,20,30
1607785200000,20201212,15,100,30,30,40
1607788800000,20201212,16,80,30,30,40
1607792400000,20201212,17,20,20,20,30
1607796000000,20201212,18,360,20,30,30
1607799600000,20201212,19,320,30,40,50
1607803200000,20201212,20,310,30,20,40
1607806800000,20201212,21,310,30,30,50
1607810400000,20201212,22,320,30,30,40
1607814000000,20201212,23,230,20,20,40
1607817600000,20201212,24,310,10,10,20
1607821200000,20201213,1,210,20,30,40
1607824800000,20201213,2,180,30,20,40
1607828400000,20201213,3,170,20,30,30
1607832000000,20201213,4,170,40,40,50
1607835600000,20201213,5,170,30,40,40
1607839200000,20201213,6,180,40,30,40
1607842800000,20201213,7,180,40,30,40
1607846400000,20201213,8,170,40,50,60
1607850000000,20201213,9,190,50,50,60
1607853600000,20201213,10,200,50,50,70
1607857200000,20201213,11,210,70,70,80
1607860800000,20201213,12,200,60,60,80
1607864400000,20201213,13,190,60,50,70
1607868000000,20201213,14,180,50,50,70
1607871600000,20201213,15,160,60,60,70
1607875200000,20201213,16,150,60,70,80
1607878800000,20201213,17,160,70,70,90
1607882400000,20201213,18,160,70,90,110
1607886000000,20201213,19,160,90,90,110
1607889600000,20201213,20,160,90,90,120
1607893200000,20201213,21,170,100,100,130
1607896800000,20201213,22,170,110,110,140
1607900400000,20201213,23,170,110,100,140
1607904000000,20201213,24,170,110,110,150
1607907600000,20201214,1,170,110,110,140
1607911200000,20201214,2,170,100,100,140
1607914800000,20201214,3,170,100,100,130
1607918400000,20201214,4,180,100,90,130
1607922000000,20201214,5,180,90,100,120
1607925600000,20201214,6,180,90,90,110
1607929200000,20201214,7,180,90,90,120
1607932800000,20201214,8,180,100,100,130
1607936400000,20201214,9,190,100,90,120
1607940000000,20201214,10,190,90,90,110
1607943600000,20201214,11,200,100,90,120
1607947200000,20201214,12,200,90,90,120
1607950800000,20201214,13,200,90,90,120
1607954400000,20201214,14,200,80,70,120
1607958000000,20201214,15,180,60,60,80
1607961600000,20201214,16,180,70,80,90
1607965200000,20201214,17,180,80,70,90
1607968800000,20201214,18,180,70,70,90
1607972400000,20201214,19,190,60,50,80
1607976000000,20201214,20,170,60,70,80
1607979600000,20201214,21,160,60,60,70
1607983200000,20201214,22,170,60,70,80
1607986800000,20201214,23,170,60,70,80
1607990400000,20201214,24,160,70,70,90
1607994000000,20201215,1,170,70,80,90
1607997600000,20201215,2,170,70,70,90
1608001200000,20201215,3,180,70,70,90
1608004800000,20201215,4,190,60,70,80
1608008400000,20201215,5,180,70,70,80
1608012000000,20201215,6,180,60,60,80
1608015600000,20201215,7,180,60,60,80
1608019200000,20201215,8,190,60,60,70
1608022800000,20201215,9,190,60,60,80
1608026400000,20201215,10,190,50,50,80
1608030000000,20201215,11,200,50,50,60
1608033600000,20201215,12,200,50,50,60
1608037200000,20201215,13,200,50,50,60
1608040800000,20201215,14,210,50,50,70
1608044400000,20201215,15,200,60,60,70
1608048000000,20201215,16,200,50,50,70
1608051600000,20201215,17,200,50,60,70
1608055200000,20201215,18,200,60,70,90
1608058800000,20201215,19,180,60,50,80
1608062400000,20201215,20,190,60,60,70
1608066000000,20201215,21,180,60,50,70
1608069600000,20201215,22,190,60,50,70
1608073200000,20201215,23,180,60,60,70
1608076800000,20201215,24,170,60,50,70
1608080400000,20201216,1,170,60,60,70
1608084000000,20201216,2,170,60,50,70
1608087600000,20201216,3,170,60,60,70
1608091200000,20201216,4,150,50,50,70
1608094800000,20201216,5,160,60,60,80
1608098400000,20201216,6,160,60,70,80
1608102000000,20201216,7,160,60,60,80
1608105600000,20201216,8,170,60,60,80
1608109200000,20201216,9,150,40,50,70
1608112800000,20201216,10,150,50,50,70
1608116400000,20201216,11,140,50,50,70
1608120000000,20201216,12,140,40,50,70
